user_id,CHURN
00001dbe00e56fc4b1c1b65dda63de2a5ece55f9,0
000055d41c8a62052dd426592e8a4a3342bf565d,0
000081dd3245e6869a4a9c574c7050e7bb84c2c8,0
0000b76d2145d9445d9ff6b65c9ebc4196c89337,0
0000bae5480628cf8fe51ad84bcb39772fc79224,0
0000d5ec4e898355a5607fb327e621403c1d76f6,0
0000ecce03debd39b0703b24b8ce20b8c06f6bd4,0
00010f65a5340264303727655cc554fdfd0da8f2,0
000143f911b80a025ccd6a6e5425834b1ae17642,0
0001488ec950d9b3502295d00f96099bc412030b,0
00015babedef955867a39cd602388fe44b3d4362,0
00016eb18b46d23216ec40e2b695f35058a3d362,0
00018b3c67fabb93a334727bf515a0ae04b2a539,0
0001bd7c3921c915ac2157d7dfae0ab67f95aae2,0
0001c72c7b875be57d99d5524adbab00689031b5,0
0001ef331d06fe132174ad03ec0c5d80f27238f5,0
0002cb42bd108de18b450ebcea061464479d1bb3,0
0002df6ff4bc18ef17ed27ee649edb348d6cc9ad,0
0002fa2e0eb2044e3b300ec5f539d2fae44def5e,0
00035aa715684d622a11ec4ee1d7c4796a520f81,0
0003adefc9c45703ff93d3d679b640f78cbaabff,0
0003f6c065f358e72a56a45361231f3cf43d8217,0
000440a3de2f7d87f7348630c14b4999acb53ca7,0
0004ab7123871f928259070508826576c4ffff12,0
0004f4f8fa7ba5a8057b2120dfcdc4ef3295a2bd,0
0005470ef1391f2cf7f88a726c8cc6e8c5582abe,0
00054c37a523736cdf445ccb0a0c4c80955acb9a,0
0005681c2bc586d4dbb214a37988c67856b198d5,0
00057f2db69339421b802ca81cb411740e2bc6ff,0
000581a14314d0f1e9eab0d7b14516a212f9dd1a,0
0005e9632ac881e3978d9bb0827534c46d0943f9,0
0005f3101498d316d9153ba62b37cdbca8a441bc,0
0006aeec8c79b8b7231cf41e0a11ee22f5eeeaa8,0
0006dfa2c4b175cff7dbbe744753d7309f9da5a5,0
000707808e0ca9a67e9c94bb719c9babe4195c9e,0
00071fe5d03521005b9e5e8b0a7fbd8bdb4ef309,0
00073abe0930f0abc9c29228e4242b7c3a72b3ed,0
000756d05a4b0c1513811a39458a0fd87a45dce8,0
00078f66cd4321af437c7d9486bacb3b3b187328,0
000793ddf996ae321b829cc8db730191eb447c9a,0
000795cdd582c841388873fb06dd31bf330b844e,0
0007b66a24eba51d399806e19cc94b9ebdec0c90,0
0007bb2a17524b0ba22ef2dddd5632c52b0f2a89,0
0007f069c0139dca7bf0626bdb675d1036e2990c,0
0007f93383ef8942de129f2a2b74f9e9bc6a3277,0
000805dd7307ef701f33b964b6c84e8fd45a00c7,0
000815cd263a32062b0b1559bdbc525265dc4e36,0
00083a4d044a1f01996e741fefaeca9d707bf097,0
00083b50b044137a9c546559cca9bfd6c4ac5343,0
000840cd0d2114c2cb24b1154bebe74fa6c5104a,0
000864b02567da8dbda2eba34429ba31cab710b7,0
000879814d0c8c28102fdae1f360bd36e141bea2,0
00088058290175772d924ae1c6b9252c386130b0,0
00088cfe8d559e9330aac8ca44de1480ea59a51d,0
00089ad29a89a72cb0e08461b319ce0e06bafa71,0
0008a01725d7962518e3d1ad96ea8646f95620cc,0
00093fa6cafdf01187ff3dcb4be442e375d564e1,0
000941e6089fc9ffd080e8539826cb5c3c00bb43,0
0009545a8291ba78b626fda7388cdfd11601ae42,0
00095b64d39d1eece9c74ffc487d8b87ce4186c9,0
0009b6f8497930eec8772f38a03befc3c0550e1d,0
0009b9ec0d74c4daad9a5aff2ad25f883c68d980,0
0009ba77981e6af26f3b002afd52275657572f04,0
000a368e6da642c07b2c7344badf2d1b3bc8af9a,0
000b1109b882342cc81d59cb66611ce126502b8a,0
000b1668122abfe76ae1537a4aa695315f398ce8,0
000b53089095fb694bc5fa71ee759ec8f436d3bc,0
000b58d3b5e2e44c1791a448ccd15a65e3376378,0
000ba7daf13ab99bf6fa9c2ba57b977a253aa8c9,0
000bbb05c0c80cc95aaecb2b69827af8eea54663,0
000bd334ea09589cb863d49f910e40eeeeab580e,0
000be5a81c67f75be5064eae1fee0b851a688a04,0
000c38ef12a5d4c40b23cf274fc07e1ae1fafa1a,0
000c770010d7847aefde824778efc7ba9fc41f92,0
000c8ae0312e8cfe16430b44965cd6c31dd1bae6,0
000c9611be0107a193c04af425b6bf1428ce946d,0
